"Project Number","Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued"
SR0488-000,Jardiance,Empagliflozin,"Diabetes mellitus, type 2 with high cardiovascular risk","Reimburse with clinical criteria and/or conditions",Complete,"Apr 27, 2016","Oct 26, 2016"
SR0427-000,Jardiance,Empagliflozin,"Diabetes mellitus, type 2","List with clinical criteria and/or conditions",Complete,"Apr 23, 2015","Oct 15, 2015"
SR0726-000,Jardiance,empagliflozin,"Heart failure","Reimburse with clinical criteria and/or conditions",Complete,"Apr 6, 2022","Oct 14, 2022"
PC0436-000,Jaypirca,pirtobrutinib,"Chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL)",,Pending,,
PC0263-000,Jemperli,dostarlimab,"Endometrial cancer","Do not reimburse",Complete,"Oct 7, 2021","Aug 24, 2022"
PC0381-000,Jemperli,dostarlimab,"Endometrial cancer","Reimburse with clinical criteria and/or conditions",Complete,"Aug 15, 2024","Jun 6, 2025"
PC0325-000,Jemperli,dostarlimab,"Endometrial cancer","Reimburse with clinical criteria and/or conditions",Complete,"Oct 18, 2023","May 3, 2024"
SR0306-000,Jentadueto,Linagliptin-metformin,"Diabetes mellitus, type 2","List with criteria/condition",Complete,"Mar 8, 2013","Oct 17, 2013"
SR0337-000,Jetrea,Ocriplasmin,"Vitreomacular adhesion","List with criteria/condition",Complete,"Jun 6, 2013","Dec 20, 2013"
SR0435-000,Jinarc,Tolvaptan,"Autosomal dominant polycystic kidney disease","Do not list",Complete,"May 29, 2015","Feb 24, 2016"
SR0634-000,Jorveza,budesonide,"Eosinophilic esophagitis, adults","Reimburse with clinical criteria and/or conditions",Complete,"Nov 8, 2019","Oct 28, 2020"
SR0666-000,Jorveza,budesonide,"Maintenance of Eosinophilic esophagitis in adults","Reimburse with clinical criteria and/or conditions",Complete,"Nov 5, 2020","Aug 5, 2021"
SR0577-000,Jublia,efinaconazole,Onychomycosis,"Do not reimburse",Complete,"Aug 2, 2018","May 23, 2019"
SR0551-000,Juluca,"Dolutegravir rilpivirine","HIV infection","Reimburse with clinical criteria and/or conditions",Complete,"Dec 21, 2017","Jun 20, 2018"
SR0190-000,Jurnista,"Hydromorphone hydrochloride","Pain, Chronic (moderate to severe)","Do not list",Complete,"Dec 4, 2009","May 19, 2010"
SR0386-000,Juxtapid,Lomitapide,"Hypercholesterolemia, homozygous familial","Do not list",Complete,"Jul 8, 2014","Apr 17, 2015"
PC0024-000,Kadcyla,"Trastuzumab emtansine","Advanced or Metastatic Breast Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Jan 10, 2014"
PC0182-000,Kadcyla,"Trastuzumab Emtansine","Early Breast Cancer (EBC)",Reimburse,Complete,,"Jan 22, 2020"
SR0291-000,Kalydeco,Ivacaftor,"Cystic fibrosis, G551D mutation","List with criteria/condition",Complete,"Sep 27, 2012","Mar 22, 2013"
SR0379-000,Kalydeco,Ivacaftor,"Cystic Fibrosis, CFTR gating mutations","List with criteria/condition",Complete,"May 1, 2014","Dec 19, 2014"
SR0430-000,Kalydeco,Ivacaftor,"Cystic fibrosis, R117H CFTR gating mutation","List with criteria/condition",Complete,"May 8, 2015","Nov 19, 2015"
SR0544-000,Kanuma,"sebelipase alfa","Lysosomal acid lipase deficiency","Reimburse with clinical criteria and/or conditions",Complete,"Nov 2, 2017","Sep 26, 2018"
SR0367-000,Kazano,"Alogliptin plus metformin","Diabetes mellitus, type 2","Do not list",Complete,"Jan 30, 2014","Jan 15, 2015"
SR0737-000,Kerendia,finerenone,"Chronic kidney disease","Reimburse with clinical criteria and/or conditions",Complete,"May 20, 2022","Mar 8, 2023"
SR0893-000,Kerendia,finerenone,"Heart failure","Reimburse with clinical criteria and/or conditions",Active,"Jul 25, 2025","Mar 6, 2026"
SR0657-000,Kesimpta,ofatumumab,"Multiple Sclerosis, relapsing","Reimburse with clinical criteria and/or conditions",Complete,"Aug 25, 2020","Feb 25, 2021"
SR0901-000,Kevzara,sarilumab,"Polymyalgia rheumatica (PMR)",,Active,"Oct 2, 2025",
SR0503-000,Kevzara,sarilumab,"Arthritis, Rheumatoid","Reimburse with clinical criteria and/or conditions",Complete,"Oct 12, 2016","Apr 18, 2017"
PC0168-000,Keytruda,Pembrolizumab,"Melanoma Adjuvant Treatment","Reimburse with clinical criteria and/or conditions",Complete,,"Aug 1, 2019"
PC0176-000,Keytruda,Pembrolizumab,"Squamous NSCLC","Reimburse with clinical criteria and/or conditions",Complete,,"Jan 3, 2020"
PC0295-000,Keytruda,pembrolizumab,"Triple-negative breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Jun 20, 2022","Jan 6, 2023"
PC0292-000,Keytruda,pembrolizumab,"recurrent, or metastatic cervical cancer","Reimburse with clinical criteria and/or conditions",Complete,"May 20, 2022","Dec 1, 2022"
PC0185-000,Keytruda,Pembrolizumab,"Renal Cell Carcinoma (RCC)","Reimburse with clinical criteria and/or conditions",Complete,,"Apr 2, 2020"
PC0286-000,Keytruda,pembrolizumab,"Melanoma Adjuvant Treatment","Reimburse with clinical criteria and/or conditions",Complete,"Apr 26, 2022","Nov 4, 2022"
PC0279-000,Keytruda,pembrolizumab,"Triple-negative breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Feb 17, 2022","Aug 31, 2022"
PC0273-000,Keytruda,pembrolizumab,"Renal cell carcinoma, adjuvant","Reimburse with clinical criteria and/or conditions",Complete,"Mar 3, 2022","Sep 29, 2022"
PC0450-000,Keytruda,pembrolizumab,"Muscle-invasive bladder cancer",,Active,"Feb 18, 2026",
PC0451-000,Keytruda,pembrolizumab,"Epithelial ovarian, fallopian tube, or primary peritoneal carcinoma",,Active,"Mar 12, 2026",
PC0410-000,Keytruda,pembrolizumab,"Head and neck squamous cell carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Mar 18, 2025","Oct 3, 2025"
PC0411-000,Keytruda,pembrolizumab,"Cervical cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 25, 2025","Oct 1, 2025"
PC0177-000,Keytruda,Pembrolizumab,"MUC First line","Do not reimburse",Complete,,"Oct 3, 2019"
PC0235-000,Keytruda,pembrolizumab,"Colorectal cancer","Reimburse with clinical criteria and/or conditions",Complete,"Nov 30, 2020","Jul 9, 2021"
PC0236-000,Keytruda,pembrolizumab,"Classical Hodgkin lymphoma","Reimburse with clinical criteria and/or conditions",Complete,"Jan 29, 2021","Oct 18, 2021"
PC0383-000,Keytruda,pembrolizumab,"Advanced or recurrent endometrial carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Nov 14, 2024","Jun 3, 2025"
PC0387-000,Keytruda,pembrolizumab,"Advanced or metastatic malignant pleural mesothelioma","Reimburse with clinical criteria and/or conditions",Complete,"Nov 27, 2024","Jul 3, 2025"
NS0034-000,Keytruda,pembrolizumab,"Primary mediastinal B-cell lymphoma","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
PC0385-000,Keytruda,pembrolizumab,"Non-Small Cell Lung Cancer, neoadjuvant","Reimburse with clinical criteria and/or conditions",Complete,"Sep 17, 2024","Apr 4, 2025"
PC0369-000,Keytruda,pembrolizumab,"Non-small cell lung cancer (NSCLC)","Reimburse with clinical criteria and/or conditions",Complete,"Jul 15, 2024","Jan 30, 2025"
PC0377-000,Keytruda,pembrolizumab,"Unresectable or metastatic MSI-H or dMMR solid tumors","Reimburse with clinical criteria and/or conditions",Complete,"Jul 16, 2024","Jan 31, 2025"
PC0077-000,Keytruda,Pembrolizumab,"Non-Small Cell Lung Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Nov 3, 2016"
NS0012-000,Keytruda,pembrolizumab,"Gastrointestinal Cancer","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
PC0343-000,Keytruda,pembrolizumab,"Gastric or gastroesophageal junction adenocarcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Nov 22, 2023","Jun 26, 2024"
PC0344-000,Keytruda,pembrolizumab,"Biliary tract carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Dec 7, 2023","Jul 11, 2024"
PC0356-000,Keytruda,pembrolizumab,"Gastric or gastroesophageal junction (GEJ) adenocarcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Mar 13, 2024","Oct 4, 2024"
PC0058-000,Keytruda,Pembrolizumab,"Metastatic Melanoma","Reimburse with clinical criteria and/or conditions",Complete,,"Nov 16, 2015"
PC0101-000,Keytruda,Pembrolizumab,"Advanced non-small cell lung carcinoma (first line)","Reimburse with clinical criteria and/or conditions",Complete,,"Aug 23, 2017"
PC0109-000,Keytruda,Pembrolizumab,"classical Hodgkin Lymphoma (cHL)","Reimburse with clinical criteria and/or conditions",Complete,,"Jan 5, 2018"
PC0117-000,Keytruda,Pembrolizumab,"For locally advanced or metastatic urothelial carcinoma","Reimburse with clinical criteria and/or conditions",Complete,,"Mar 2, 2018"
PC0153-000,Keytruda,Pembrolizumab,"Nonsquamous NSCLC","Reimburse with clinical criteria and/or conditions",Complete,,"May 31, 2019"
PC0280-000,Keytruda,pembrolizumab,"Advanced endometrial cancer","Reimburse with clinical criteria and/or conditions",Complete,"Dec 15, 2021","Feb 3, 2023"
PC0250-000,Keytruda,pembrolizumab,"Esophageal carcinoma, gastroesophageal junction adenocarcinoma","Reimburse with clinical criteria and/or conditions",Complete,"May 26, 2021","Dec 2, 2021"
PC0216-000,Keytruda,Pembrolizumab,"head and neck squamous cell carcinoma (HNSCC)","Reimburse with clinical criteria and/or conditions",Complete,,"Dec 22, 2020"
PC0288-000,"Keytruda and Lenvima","pembrolizumab and lenvatinib","Advanced endometrial cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 7, 2022","Sep 1, 2022"
PC0271-000,"Keytruda and Lenvima","pembrolizumab and lenvatinib","Advanced endometrial cancer",,Withdrawn,"Dec 15, 2021",
PC0290-000,Kimmtrak,tebentafusp,"unresectable or metastatic uveal melanoma","Reimburse with clinical criteria and/or conditions",Complete,"Apr 21, 2022","Jan 4, 2023"
SR0662-000,Kineret,anakinra,"Still's disease",,Withdrawn,"Dec 21, 2020",
PC0194-000,Kisqali,Ribociclib,"HR+, HER2- advanced or metastatic breast cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Jun 4, 2020"
PC0195-000,Kisqali,"Ribociclib with Fulvestrant","+Fulvestrant for HR+, HER2- advanced or metastatic breast cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Apr 22, 2020"
PC0395-000,Kisqali,ribociclib,"Adjuvant treatment of HR-positive, HER2-negative early breast cancer","Reimburse with clinical criteria and/or conditions",Active,"Dec 19, 2024","Mar 5, 2026"
PC0112-000,Kisqali,Ribociclib,"Advanced or Metastatic Breast Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Apr 18, 2018"
SR0038-000,Kivexa,Abacavir/lamivudine,"HIV infection","List in a similar manner to other drugs in class",Complete,"Jul 26, 2005","Dec 7, 2005"
SR0336-000,Komboglyze,"Saxagliptin + metformin","Diabetes Mellitus, Type 2",,Withdrawn,"Jun 6, 2013",
SR0348-000,Komboglyze,"Saxagliptin + metformin","Diabetes Mellitus, type 2","List with criteria/condition",Complete,"Aug 23, 2013","Jun 20, 2014"
SR0752-000,Korsuva,difelikefalin,"Chronic kidney disease","Do not reimburse",Complete,"Sep 22, 2022","Jul 13, 2023"
SR0764-000,Koselugo,selumetinib,"Neurofibromatosis type 1","Reimburse with clinical criteria and/or conditions",Complete,"Oct 28, 2022","May 10, 2023"
SR0922-000,Koselugo,selumetinib,"Neurofibromatosis type 1",,Active,"Feb 5, 2026",
SR0205-000,Kuvan,"Sapropterin dihydrochloride","Phenylketonuria (PKU)","Do not list",Complete,"Jul 8, 2010","Jan 26, 2011"
SF0236-000,Kuvan,"Sapropterin dihydrochloride",Phenylketonuria,N/A,Complete,"Jun 1, 2011",
SR0472-000,Kuvan,"Sapropterin dihydrochloride","Phenylketonuria (PKU)","Reimburse with clinical criteria and/or conditions",Complete,"Feb 1, 2016","Oct 26, 2016"
PG0306-000,Kymriah,tisagenlecleucel,"Relapsed or refractory follicular lymphoma","Reimburse with clinical criteria and/or conditions",Complete,"Feb 1, 2023","Sep 1, 2023"
SR0604-000,Kynmobi,"apomorphine hydrochloride","Parkinson’s Disease",,Withdrawn,"Feb 25, 2019",
SR0650-000,Kynmobi,"apomorphine hydrochloride","Parkinson’s disease","Reimburse with clinical criteria and/or conditions",Complete,"Jun 25, 2020","Feb 24, 2021"
PC0084-000,Kyprolis,Carfilzomib,"Multiple Myeloma (relapsed)","Reimburse with clinical criteria and/or conditions",Complete,,"Mar 30, 2017"
PC0067-000,"Kyprolis (with lenalidomide)","Carfilzomib (with lenalidomide)","Multiple Myeloma","Reimburse with clinical criteria and/or conditions",Complete,,"Jun 21, 2016"
SR0506-000,Lancora,Ivabradine,"Heart failure, NYHA class II or III","Reimburse with clinical criteria and/or conditions",Complete,"Nov 8, 2016","May 24, 2017"
SF0166-000,Lantus,"Insulin glargine (rDNA origin)","Diabetes mellitus, Type 1 & 2",N/A,Complete,"Jun 9, 2009",
SR0058-000,Lantus,"Insulin glargine (rDNA origin)","Diabetes mellitus, Type 1 & 2","Do not list",Complete,"Mar 27, 2006","Oct 25, 2006"
SR0033-000,Lantus,"Insulin glargine (rDNA origin)","Diabetes mellitus, Type 1 & 2","Do not list",Complete,"Feb 11, 2005","Sep 28, 2005"
SE0555-000,Lapelga,Pegfilgrastim,"Febrile neutropenia",N/A,Complete,"Feb 23, 2018",
PC0111-000,Lartruvo,Olaratumab,"Advanced Soft Tissue Sarcoma","Reimburse with clinical criteria and/or conditions",Complete,,"Apr 18, 2018"
NS0010-000,Latuda,lurasidone,"Bipolar I disorder","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0284-000,Latuda,Lurasidone,Schizophrenia,"Do not list",Complete,"Jul 3, 2012","Jan 23, 2013"
SR0331-000,Latuda,Lurasidone,Schizophrenia,"List with criteria/condition",Complete,"May 9, 2013","Dec 20, 2013"
PC0392-000,"Lazcluze and Rybrevant","lazertinib and amivantamab","Locally advanced or metastatic non-small cell lung cancer (NSCLC)","Reimburse with clinical criteria and/or conditions",Complete,"Dec 18, 2024","Jul 3, 2025"
PC0242-000,Ledaga,"chlormethine hydrochloride","T-cell lymphoma","Do not reimburse",Complete,"Dec 21, 2020","Nov 24, 2021"
SR0355-000,Lemtrada,Alemtuzumab,"Multiple sclerosis, relapsing-remitting",,Withdrawn,"Oct 1, 2013",
SR0405-000,Lemtrada,Alemtuzumab,"Multiple sclerosis, relapsing-remitting","List with criteria/condition",Complete,"Nov 27, 2014","Jun 18, 2015"
PC0080-000,Lenvima,Lenvatinib,"Differentiated Thyroid Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Sep 20, 2016"
"PC0140 -000",Lenvima,Lenvatinib,"Renal Cell Carcinoma (RCC)","Do not reimburse",Complete,,"Jan 4, 2019"
PC0175-000,Lenvima,Lenvatinib,"Hepatocellular Carcinoma (HCC)","Reimburse with clinical criteria and/or conditions",Complete,,"Jul 24, 2019"
PC0268-000,"Lenvima and Keytruda","lenvatinib and pembrolizumab","advanced or metastatic renal cell carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Nov 15, 2021","Jun 23, 2022"
SR0822-000,Leqembi,lecanemab,"Alzheimer’s disease",,Active,"Jun 14, 2024",
SR0791-000,Leqvio,inclisiran,"Primary hypercholesterolemia","Reimburse with clinical criteria and/or conditions",Complete,"Sep 19, 2023","Aug 15, 2024"
SR0791-001,Leqvio,inclisiran,"Primary hypercholesterolemia","Do not reimburse",Complete,"Sep 19, 2023","Apr 22, 2024"
SR0681-000,Leqvio,inclisiran,"Primary hypercholesterolemia","Do not reimburse",Complete,"Mar 17, 2021","Feb 7, 2022"
SR0158-000,Levemir,"Insulin detemir","Diabetes mellitus",,Withdrawn,"Feb 2, 2009",
SR0160-000,Levemir,"Insulin detemir","Diabetes mellitus","Do not list",Complete,"Mar 10, 2009","Aug 20, 2009"
SR0172-000,Levemir,"Insulin detemir","Diabetes mellitus Type1, Pediatrics","Do not list",Complete,"Mar 10, 2009","Aug 20, 2009"
SR0049-000,Levemir,"Insulin detemir","Diabetes mellitus","Do not list",Complete,"Dec 19, 2005","Aug 2, 2006"
PC0262-000,Libtayo,cemiplimab,"Non-small cell lung cancer","Reimburse with clinical criteria and/or conditions",Complete,"Oct 13, 2021","Jun 2, 2022"
PC0260-000,Libtayo,cemiplimab,"Basal cell carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Aug 19, 2021","Mar 4, 2022"
PC0438-000,Libtayo,cemiplimab,"Cutaneous squamous cell carcinoma (CSCC)",,Active,"Mar 26, 2026",
PC0187-000,Libtayo,Cemiplimab,"Advanced Cutaneous Squamous Cell Carcinoma (CSCC)","Reimburse with clinical criteria and/or conditions",Complete,,"Jan 22, 2020"
PC0331-000,Libtayo,cemiplimab,"Locally advanced or metastatic NSCLC (first line)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 27, 2023","May 2, 2024"
SR0916-000,Litfulo,ritlecitinib,"alopecia areata",,Active,"Nov 26, 2025",
SR0780-000,Livmarli,maralixibat,"Alagille syndrome","Reimburse with clinical criteria and/or conditions",Complete,"May 5, 2023","Apr 22, 2024"
SR0908-000,Livmarli,maralixibat,"Familial intrahepatic cholestasis (PFIC)",,Active,"Aug 6, 2025",
SR0720-000,Livtencity,maribavir,"Post-transplant cytomegalovirus infection","Reimburse with clinical criteria and/or conditions",Complete,"Mar 31, 2022","Nov 4, 2022"
SR0500-000,"Lixiana NVAF",Edoxaban,"Nonvalvular atrial fibrillation, prevention of stroke and systemic embolism.","Reimburse with clinical criteria and/or conditions",Complete,"Sep 9, 2016","Mar 21, 2017"
SR0499-000,"Lixiana VTE",Edoxaban,"Venous thromboembolism, treatment and recurrence prevention.","Reimburse with clinical criteria and/or conditions",Complete,"Sep 9, 2016","May 25, 2017"
SR0274-000,Lodalis,"Colesevelam hydrochloride",Hypercholesterolemia,"Do not list at the submitted price",Complete,"Apr 27, 2012","Dec 19, 2012"
SR0612-000,Lokelma,"sodium zirconium cyclosilicate","Hyperkalemia, adults","Do not reimburse",Complete,"May 17, 2019","Mar 25, 2020"
SR0811-000,Longavo,risperidone,"Schizophrenia, adults","Reimburse with clinical criteria and/or conditions",Complete,"Oct 13, 2023","Aug 14, 2025"
PC0197-000,Lonsurf,Trifluridine-Tipiracil,"Gastric Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Mar 24, 2020"
PC0173-000,Lonsurf,"Trifluridine and Tipiracil","mCRC Resubmission","Do not reimburse",Complete,,"Aug 29, 2019"
PC0330-000,Lonsurf,"trifluridine and tipiracil","Metastatic colorectal cancer","Reimburse with clinical criteria and/or conditions",Complete,"Aug 15, 2023","Feb 29, 2024"
PC0122-000,Lonsurf,"Trifluridine and Tipiracil","Metastatic Colorectal Cancer","Do not reimburse",Complete,,"Jul 6, 2018"
PC0421-000,Loqtorzi,toripalimab,"Recurrent or metastatic nasopharyngeal carcinoma","Reimburse with clinical criteria and/or conditions",Active,"Jul 16, 2025","Jan 30, 2026"
PC0423-000,Loqtorzi,toripalimab,"Recurrent or metastatic nasopharyngeal carcinoma","Do not reimburse",Complete,"Jul 16, 2025","Feb 2, 2026"
PC0249-000,Lorbrena,lorlatinib,"ALK-positive locally advanced or metastatic non-small cell lung","Reimburse with clinical criteria and/or conditions",Complete,"Jun 18, 2021","Mar 17, 2022"
